"document","comment_id","type","start","end"
"NDY-252","558","positive feedback","17","29"
"NDY-252","558","positive feedback","30","80"
"NDY-252","563","positive feedback","0","58"
"NDY-252","563","compliment","70","117"
"NDY-252","563","positive feedback","161","164"
"NDY-252","580","compliment","0","22"
"NDY-252","580","compliment","23","74"
"NDY-252","613","positive feedback","0","15"
"NDY-252","613","positive feedback","16","55"
"NDY-252","617","positive feedback","0","15"
"NDY-252","617","encouragement","16","39"
"NDY-252","632","positive feedback","0","80"
"NDY-252","642","positive feedback","0","12"
"NDY-252","642","positive feedback","13","30"
"NDY-252","668","gratitude","0","26"
"NDY-252","668","positive feedback","27","43"
"NDY-252","668","positive feedback","44","85"
"NDY-252","669","positive feedback","0","18"
"NDY-252","669","gratitude","21","36"
"NDY-252","690","positive feedback","0","12"
"NDY-252","690","positive feedback","17","87"
"NDY-252","695","compliment","0","68"
"NDY-252","695","encouragement","71","171"
"NDY-252","731","compliment","0","44"
"NDY-252","731","positive feedback","45","181"
"NDY-252","731","compliment","186","222"
"NDY-252","739","affection declaration","0","19"
"NDY-252","768","positive feedback","0","8"
"NDY-252","773","positive feedback","0","39"
"NDY-252","791","positive feedback","0","66"
"NDY-252","806","positive feedback","0","51"
"NDY-252","806","compliment","120","194"
"NDY-252","808","compliment","0","30"
"NDY-252","811","positive feedback","0","30"
"NDY-252","811","positive feedback","31","114"
"NDY-252","811","positive feedback","115","128"
"NDY-252","811","positive feedback","140","142"
"NDY-252","839","positive feedback","0","42"
"NDY-252","839","compliment","43","115"
"NDY-252","839","positive feedback","116","198"
"NDY-252","839","positive feedback","213","214"
"NDY-252","844","positive feedback","0","22"
"NDY-252","845","positive feedback","0","61"
"NDY-252","845","compliment","62","97"
"NDY-252","855","positive feedback","50","142"
"NDY-252","864","positive feedback","0","30"
"NDY-252","869","positive feedback","0","39"
"NDY-252","869","compliment","44","107"
"NDY-252","869","positive feedback","110","158"
"NDY-252","869","gratitude","159","202"
"NDY-252","873","positive feedback","0","15"
"NDY-252","873","positive feedback","16","128"
"NDY-252","875","positive feedback","14","46"
"NDY-252","875","positive feedback","47","125"
"NDY-252","875","gratitude","126","257"
"NDY-252","881","compliment","0","13"
"NDY-252","881","positive feedback","18","35"
"NDY-252","881","positive feedback","36","69"
"NDY-252","881","gratitude","70","117"
"NDY-252","888","positive feedback","0","12"
"NDY-252","888","positive feedback","17","31"
"NDY-252","888","affection declaration","32","63"
"NDY-252","889","positive feedback","0","73"
"NDY-252","895","positive feedback","0","13"
"NDY-252","895","positive feedback","16","30"
"NDY-252","900","positive feedback","0","12"
"NDY-252","943","positive feedback","0","40"
"NDY-252","943","gratitude","41","55"
"NDY-252","956","positive feedback","0","46"
"NDY-252","964","positive feedback","0","69"
"NDY-252","964","positive feedback","70","120"
"NDY-252","968","positive feedback","0","35"
"NDY-252","980","positive feedback","0","27"
"NDY-252","980","compliment","91","118"
"NDY-252","987","positive feedback","0","14"
"NDY-252","987","positive feedback","15","97"
"NDY-274","2","positive feedback","0","42"
"NDY-274","13","affection declaration","0","20"
"NDY-274","13","affection declaration","21","40"
"NDY-274","53","compliment","0","19"
"NDY-274","53","affection declaration","24","44"
"NDY-274","84","positive feedback","3","52"
"NDY-274","84","encouragement","57","107"
"NDY-274","92","positive feedback","106","144"
"NDY-274","107","positive feedback","0","24"
"NDY-274","107","encouragement","25","45"
"NDY-274","152","positive feedback","0","31"
"NDY-274","154","compliment","0","20"
"NDY-274","154","positive feedback","24","51"
"NDY-274","170","positive feedback","0","27"
"NDY-274","170","compliment","30","72"
"NDY-274","172","positive feedback","0","30"
"NDY-274","172","encouragement","31","65"
"NDY-274","185","positive feedback","132","178"
"NDY-274","185","positive feedback","203","223"
"NDY-274","185","encouragement","226","328"
"NDY-274","203","positive feedback","0","30"
"NDY-274","221","positive feedback","0","34"
"NDY-274","221","compliment","249","278"
"NDY-274","221","encouragement","283","318"
"NDY-274","247","positive feedback","0","28"
"NDY-274","247","affection declaration","29","57"
"NDY-274","247","encouragement","58","124"
"NDY-274","252","positive feedback","0","27"
"NDY-274","256","positive feedback","0","20"
"NDY-274","263","ambiguous","31","94"
"NDY-274","268","compliment","0","19"
"NDY-274","268","group membership","24","79"
"NDY-274","276","affection declaration","0","36"
"NDY-274","276","compliment","99","125"
"NDY-274","287","compliment","0","50"
"NDY-274","288","affection declaration","280","326"
"NDY-274","288","positive feedback","453","468"
"NDY-274","288","positive feedback","469","483"
"NDY-285","5","positive feedback","0","27"
"NDY-285","40","positive feedback","0","20"
"NDY-285","41","compliment","59","74"
"NDY-285","41","compliment","79","120"
"NDY-285","41","encouragement","125","143"
"NDY-285","50","sympathy","0","15"
"NDY-285","50","compliment","16","40"
"NDY-285","57","sympathy","0","37"
"NDY-285","87","sympathy","0","9"
"NDY-285","89","compliment","0","36"
"NDY-285","105","compliment","0","34"
"NDY-285","105","positive feedback","186","236"
"NDY-285","148","positive feedback","0","25"
"NDY-285","152","positive feedback","0","16"
"NDY-285","164","sympathy","0","82"
