,id,set,gbert-large_yes_comment
18860,NDY-208_550,train,
18861,NDY-208_551,train,
18862,NDY-208_552,train,
18863,NDY-208_553,train,
18864,NDY-208_554,train,
18865,NDY-208_555,test,0.9548799395561218
18866,NDY-208_556,train,
18867,NDY-208_557,test,0.05918264389038086
18868,NDY-208_558,train,
18869,NDY-208_559,train,
18870,NDY-208_560,train,
18871,NDY-208_561,train,
18872,NDY-208_562,train,
18873,NDY-208_563,test,0.9848511815071106
18874,NDY-208_564,test,0.0005000829696655273
18875,NDY-208_565,train,
18876,NDY-208_566,train,
18877,NDY-208_567,train,
18878,NDY-208_568,train,
18879,NDY-208_569,train,
18880,NDY-208_570,train,
18881,NDY-208_571,train,
18882,NDY-208_572,train,
18883,NDY-208_573,train,
18884,NDY-208_574,train,
18885,NDY-208_575,train,
18886,NDY-208_576,train,
18887,NDY-208_577,train,
18888,NDY-208_578,train,
18889,NDY-208_579,train,
18890,NDY-208_580,train,
18891,NDY-208_581,train,
18892,NDY-208_582,train,
18893,NDY-208_583,train,
18894,NDY-208_584,train,
18895,NDY-208_585,train,
18896,NDY-208_586,train,
18897,NDY-208_587,train,
18898,NDY-208_588,train,
18899,NDY-208_589,train,
18900,NDY-208_590,test,0.09556728601455688
18901,NDY-208_591,train,
18902,NDY-208_592,train,
18903,NDY-208_593,train,
18904,NDY-208_594,train,
18905,NDY-208_595,train,
18906,NDY-208_596,train,
18907,NDY-208_597,train,
18908,NDY-208_598,train,
18909,NDY-208_599,train,
18910,NDY-208_600,train,
18911,NDY-208_601,train,
18912,NDY-208_602,train,
18913,NDY-208_603,train,
18914,NDY-208_604,train,
18915,NDY-208_605,train,
18916,NDY-208_606,train,
18917,NDY-208_607,train,
18918,NDY-208_608,test,0.09599465131759644
18919,NDY-208_609,train,
18920,NDY-208_610,train,
18921,NDY-208_611,train,
18922,NDY-208_612,train,
18923,NDY-208_613,test,0.0005601048469543457
18924,NDY-208_614,train,
18925,NDY-208_615,train,
18926,NDY-208_616,train,
18927,NDY-208_617,train,
18928,NDY-208_618,train,
18929,NDY-208_619,train,
18930,NDY-208_620,train,
18931,NDY-208_621,train,
18932,NDY-208_622,train,
18933,NDY-208_623,train,
18934,NDY-208_624,train,
18935,NDY-208_625,train,
18936,NDY-208_626,test,0.009308159351348877
18937,NDY-208_627,train,
18938,NDY-208_628,test,0.08806395530700684
18939,NDY-208_629,train,
18940,NDY-208_630,train,
18941,NDY-208_631,train,
18942,NDY-208_632,train,
18943,NDY-208_633,train,
18944,NDY-208_634,train,
18945,NDY-208_635,train,
18946,NDY-208_636,train,
18947,NDY-208_637,train,
18948,NDY-208_638,test,0.06513774394989014
18949,NDY-208_639,test,0.0040929317474365234
18950,NDY-208_640,train,
18951,NDY-208_641,train,
18952,NDY-208_642,train,
18953,NDY-208_643,train,
18954,NDY-208_644,train,
18955,NDY-208_645,train,
18956,NDY-208_646,test,0.0005616545677185059
18957,NDY-208_647,test,0.032856285572052
18958,NDY-208_648,test,0.005149424076080322
18959,NDY-208_649,train,
18960,NDY-208_650,train,
18961,NDY-208_651,train,
18962,NDY-208_652,train,
18963,NDY-208_653,train,
18964,NDY-208_654,train,
18965,NDY-208_655,train,
18966,NDY-208_656,train,
18967,NDY-208_657,train,
18968,NDY-208_658,train,
18969,NDY-208_659,test,0.0011774897575378418
18970,NDY-208_660,train,
18971,NDY-208_661,train,
18972,NDY-208_662,train,
18973,NDY-208_663,train,
18974,NDY-208_664,train,
18975,NDY-208_665,train,
18976,NDY-208_666,train,
18977,NDY-208_667,train,
18978,NDY-208_668,train,
18979,NDY-208_669,train,
18980,NDY-208_670,train,
18981,NDY-208_671,train,
18982,NDY-208_672,train,
18983,NDY-208_673,train,
18984,NDY-208_674,train,
18985,NDY-208_675,train,
18986,NDY-208_676,train,
18987,NDY-208_677,train,
18988,NDY-208_678,test,0.9891006350517273
18989,NDY-208_679,train,
18990,NDY-208_680,train,
18991,NDY-208_681,train,
18992,NDY-208_682,train,
18993,NDY-208_683,train,
18994,NDY-208_684,train,
18995,NDY-208_685,test,0.003054201602935791
18996,NDY-208_686,train,
18997,NDY-208_687,train,
18998,NDY-208_688,train,
18999,NDY-208_689,test,0.9857510328292847
19000,NDY-208_690,test,0.9925645589828491
19001,NDY-208_691,train,
19002,NDY-208_692,train,
19003,NDY-208_693,train,
19004,NDY-208_694,test,0.9849770069122314
19005,NDY-208_695,train,
19006,NDY-208_696,train,
19007,NDY-208_697,train,
19008,NDY-208_698,train,
19009,NDY-208_699,train,
19010,NDY-208_700,train,
19011,NDY-208_701,train,
19012,NDY-208_702,train,
19013,NDY-208_703,train,
19014,NDY-208_704,train,
19015,NDY-208_705,train,
19016,NDY-208_706,train,
19017,NDY-208_707,train,
19018,NDY-208_708,train,
19019,NDY-208_709,train,
19020,NDY-208_710,test,0.0024049878120422363
19021,NDY-208_711,train,
19022,NDY-208_712,test,0.9894616007804871
19023,NDY-208_713,train,
19024,NDY-208_714,train,
19025,NDY-208_715,train,
19026,NDY-208_716,train,
19027,NDY-208_717,train,
19028,NDY-208_718,train,
19029,NDY-208_719,train,
19030,NDY-208_720,train,
19031,NDY-208_721,train,
19032,NDY-208_722,test,0.987993597984314
19033,NDY-208_723,train,
19034,NDY-208_724,train,
19035,NDY-208_725,train,
19036,NDY-208_726,train,
19037,NDY-208_727,train,
19038,NDY-208_728,test,0.008152484893798828
19039,NDY-208_729,train,
19040,NDY-208_730,train,
19041,NDY-208_731,train,
19042,NDY-208_732,test,0.982926607131958
19043,NDY-208_733,train,
19044,NDY-208_734,train,
19045,NDY-208_735,train,
19046,NDY-208_736,train,
19047,NDY-208_737,train,
19048,NDY-208_738,train,
19049,NDY-208_739,train,
19050,NDY-208_740,train,
19051,NDY-208_741,train,
19052,NDY-208_742,train,
19053,NDY-208_743,train,
19054,NDY-208_744,train,
19055,NDY-208_745,train,
19056,NDY-208_746,train,
19057,NDY-208_747,train,
19058,NDY-208_748,train,
19059,NDY-208_749,train,
19060,NDY-208_750,train,
19061,NDY-208_751,train,
19062,NDY-208_752,train,
19063,NDY-208_753,train,
19064,NDY-208_754,train,
19065,NDY-208_755,train,
19066,NDY-208_756,train,
19067,NDY-208_757,train,
19068,NDY-208_758,train,
19069,NDY-208_759,train,
19070,NDY-208_760,train,
19071,NDY-208_761,train,
19072,NDY-208_762,train,
19073,NDY-208_763,train,
19074,NDY-208_764,train,
19075,NDY-208_765,train,
19076,NDY-208_766,train,
19077,NDY-208_767,train,
19078,NDY-208_768,train,
19079,NDY-208_769,train,
19080,NDY-208_770,train,
19081,NDY-208_771,train,
19082,NDY-208_772,train,
19083,NDY-208_773,train,
19084,NDY-208_774,train,
19085,NDY-208_775,train,
19086,NDY-208_776,train,
19087,NDY-208_777,train,
19088,NDY-208_778,train,
19089,NDY-208_779,train,
19090,NDY-208_780,test,0.00025016069412231445
19091,NDY-208_781,train,
19092,NDY-208_782,train,
19093,NDY-208_783,train,
19094,NDY-208_784,train,
19095,NDY-208_785,train,
19096,NDY-208_786,train,
19097,NDY-208_787,train,
19098,NDY-208_788,train,
19099,NDY-208_789,train,
19100,NDY-208_790,train,
19101,NDY-208_791,train,
19102,NDY-208_792,test,0.0660163164138794
19103,NDY-208_793,train,
19104,NDY-208_794,train,
19105,NDY-208_795,train,
19106,NDY-208_796,train,
19107,NDY-208_797,test,0.0844910740852356
19108,NDY-208_798,train,
19109,NDY-208_799,train,
19110,NDY-208_800,train,
19111,NDY-208_801,train,
19112,NDY-208_802,train,
19113,NDY-208_803,train,
19114,NDY-208_804,train,
19115,NDY-208_805,train,
19116,NDY-208_806,train,
19117,NDY-208_807,train,
19118,NDY-208_808,train,
19119,NDY-208_809,train,
19120,NDY-208_810,train,
19121,NDY-208_811,test,0.0003427267074584961
19122,NDY-208_812,train,
19123,NDY-208_813,train,
19124,NDY-208_814,train,
19125,NDY-208_815,train,
19126,NDY-208_816,test,0.09065651893615723
19127,NDY-208_817,test,0.9920570254325867
19128,NDY-208_818,train,
19129,NDY-208_819,train,
19130,NDY-208_820,train,
19131,NDY-208_821,train,
19132,NDY-208_822,train,
19133,NDY-208_823,train,
19134,NDY-208_824,train,
19135,NDY-208_825,train,
19136,NDY-208_826,train,
19137,NDY-208_827,train,
19138,NDY-208_828,train,
19139,NDY-208_829,test,0.00624924898147583
19140,NDY-208_830,train,
19141,NDY-208_831,train,
19142,NDY-208_832,train,
19143,NDY-208_833,train,
19144,NDY-208_834,train,
19145,NDY-208_835,test,0.0012158751487731934
19146,NDY-208_836,train,
19147,NDY-208_837,test,0.0005807876586914062
19148,NDY-208_838,train,
19149,NDY-208_839,train,
19150,NDY-208_840,train,
19151,NDY-208_841,train,
19152,NDY-208_842,train,
19153,NDY-208_843,train,
19154,NDY-208_844,train,
19155,NDY-208_845,train,
19156,NDY-208_846,train,
19157,NDY-208_847,train,
19158,NDY-208_848,train,
19159,NDY-208_849,train,
19160,NDY-208_850,train,
19161,NDY-208_851,train,
19162,NDY-208_852,train,
19163,NDY-208_853,train,
19164,NDY-208_854,train,
19165,NDY-208_855,train,
19166,NDY-208_856,train,
19167,NDY-208_857,train,
19168,NDY-208_858,train,
19169,NDY-208_859,train,
19170,NDY-208_860,test,0.0155104398727417
19171,NDY-208_861,train,
19172,NDY-208_862,train,
19173,NDY-208_863,train,
19174,NDY-208_864,train,
19175,NDY-208_865,train,
19176,NDY-208_866,train,
19177,NDY-208_867,train,
19178,NDY-208_868,test,0.00025016069412231445
19179,NDY-208_869,train,
19180,NDY-208_870,train,
19181,NDY-208_871,train,
19182,NDY-208_872,train,
19183,NDY-208_873,train,
19184,NDY-208_874,train,
19185,NDY-208_875,train,
19186,NDY-208_876,train,
19187,NDY-208_877,train,
19188,NDY-208_878,train,
19189,NDY-208_879,train,
19190,NDY-208_880,train,
19191,NDY-208_881,train,
19192,NDY-208_882,train,
19193,NDY-208_883,test,0.9900795221328735
19194,NDY-208_884,train,
19195,NDY-208_885,train,
19196,NDY-208_886,test,0.0006039142608642578
19197,NDY-208_887,train,
19198,NDY-208_888,train,
19199,NDY-208_889,train,
19200,NDY-208_890,train,
19201,NDY-208_891,train,
19202,NDY-208_892,train,
19203,NDY-208_893,train,
19204,NDY-208_894,train,
19205,NDY-208_895,test,0.9906408190727234
19206,NDY-208_896,train,
19207,NDY-208_897,train,
19208,NDY-208_898,train,
19209,NDY-208_899,train,
19210,NDY-208_900,train,
19211,NDY-208_901,train,
19212,NDY-208_902,train,
19213,NDY-208_903,train,
19214,NDY-208_904,train,
19215,NDY-208_905,train,
19216,NDY-208_906,train,
19217,NDY-208_907,test,0.06868094205856323
19218,NDY-208_908,train,
19219,NDY-208_909,train,
19220,NDY-208_910,train,
19221,NDY-208_911,train,
19222,NDY-208_912,train,
19223,NDY-208_913,train,
19224,NDY-208_914,train,
19225,NDY-208_915,train,
19226,NDY-208_916,train,
19227,NDY-208_917,train,
19228,NDY-208_918,train,
19229,NDY-208_919,train,
19230,NDY-208_920,train,
19231,NDY-208_921,train,
19232,NDY-208_922,train,
19233,NDY-208_923,train,
19234,NDY-208_924,train,
19235,NDY-208_925,train,
19236,NDY-208_926,train,
19237,NDY-208_927,train,
19238,NDY-208_928,train,
19239,NDY-208_929,train,
19240,NDY-208_930,train,
19241,NDY-208_931,train,
19242,NDY-208_932,train,
19243,NDY-208_933,test,0.0021442770957946777
19244,NDY-208_934,train,
19245,NDY-208_935,test,0.0012046098709106445
19246,NDY-208_936,train,
19247,NDY-208_937,train,
19248,NDY-208_938,test,0.9880228042602539
19249,NDY-208_939,train,
19250,NDY-208_940,train,
19251,NDY-208_941,train,
19252,NDY-208_942,train,
19253,NDY-208_943,train,
19254,NDY-208_944,train,
19255,NDY-208_945,train,
19256,NDY-208_946,train,
19257,NDY-208_947,train,
19258,NDY-208_948,train,
19259,NDY-208_949,train,
19260,NDY-208_950,train,
19261,NDY-208_951,train,
19262,NDY-208_952,train,
19263,NDY-208_953,test,0.0004944801330566406
19264,NDY-208_954,train,
19265,NDY-208_955,train,
19266,NDY-208_956,train,
19267,NDY-208_957,train,
19268,NDY-208_958,test,0.985365629196167
19269,NDY-208_959,train,
19270,NDY-208_960,train,
19271,NDY-208_961,test,0.0002728104591369629
19272,NDY-208_962,train,
19273,NDY-208_963,train,
19274,NDY-208_964,train,
19275,NDY-208_965,train,
19276,NDY-208_966,train,
19277,NDY-208_967,train,
19278,NDY-208_968,train,
19279,NDY-208_969,train,
19280,NDY-208_970,train,
19281,NDY-208_971,train,
19282,NDY-208_972,train,
19283,NDY-208_973,train,
19284,NDY-208_974,train,
19285,NDY-208_975,train,
19286,NDY-208_976,train,
19287,NDY-208_977,train,
19288,NDY-208_978,train,
19289,NDY-208_979,train,
19290,NDY-208_980,test,0.0005585551261901855
19291,NDY-208_981,train,
19292,NDY-208_982,train,
19293,NDY-208_983,train,
19294,NDY-208_984,train,
19295,NDY-208_985,train,
19296,NDY-208_986,train,
19297,NDY-208_987,train,
19298,NDY-208_988,train,
19299,NDY-208_989,train,
19300,NDY-208_990,train,
19301,NDY-208_991,train,
19302,NDY-208_992,train,
19303,NDY-208_993,train,
19304,NDY-208_994,train,
19305,NDY-208_995,train,
19306,NDY-208_996,train,
19307,NDY-208_997,train,
19308,NDY-208_998,train,
19309,NDY-208_999,train,
19310,NDY-208_1000,train,
19311,NDY-208_1001,train,
19312,NDY-208_1002,test,0.0007671117782592773
19313,NDY-208_1003,train,
19314,NDY-208_1004,train,
19315,NDY-208_1005,train,
19316,NDY-208_1006,train,
19317,NDY-208_1007,train,
19318,NDY-208_1008,train,
19319,NDY-208_1009,test,0.0018875598907470703
19320,NDY-208_1010,train,
19321,NDY-208_1011,train,
19322,NDY-208_1012,train,
19323,NDY-208_1013,train,
19324,NDY-208_1014,train,
19325,NDY-208_1015,train,
19326,NDY-208_1016,train,
19327,NDY-208_1017,train,
19328,NDY-208_1018,train,
19329,NDY-208_1019,train,
19330,NDY-208_1020,train,
19331,NDY-208_1021,test,0.0010780096054077148
19332,NDY-208_1022,train,
19333,NDY-208_1023,train,
19334,NDY-208_1024,train,
19335,NDY-208_1025,train,
19336,NDY-208_1026,train,
19337,NDY-208_1027,train,
19338,NDY-208_1028,train,
19339,NDY-208_1029,train,
19340,NDY-208_1030,train,
19341,NDY-208_1031,train,
19342,NDY-208_1032,train,
19343,NDY-208_1033,train,
19344,NDY-208_1034,train,
19345,NDY-208_1035,test,0.8877952098846436
19346,NDY-208_1036,train,
19347,NDY-208_1037,train,
19348,NDY-208_1038,train,
19349,NDY-208_1039,train,
19350,NDY-208_1040,train,
19351,NDY-208_1041,train,
19352,NDY-208_1042,test,0.00036072731018066406
19353,NDY-208_1043,train,
19354,NDY-208_1044,train,
19355,NDY-208_1045,train,
19356,NDY-208_1046,train,
19357,NDY-208_1047,train,
19358,NDY-208_1048,train,
19359,NDY-208_1049,train,
19360,NDY-208_1050,train,
19361,NDY-208_1051,train,
19362,NDY-208_1052,train,
19363,NDY-208_1053,train,
19364,NDY-208_1054,train,
19365,NDY-208_1055,train,
19366,NDY-208_1056,train,
19367,NDY-208_1057,test,0.037150025367736816
19368,NDY-208_1058,train,
19369,NDY-208_1059,train,
19370,NDY-208_1060,train,
19371,NDY-208_1061,test,0.0010426044464111328
19372,NDY-208_1062,test,0.08650648593902588
19373,NDY-208_1063,train,
19374,NDY-208_1064,test,0.003186047077178955
19375,NDY-208_1065,train,
19376,NDY-208_1066,test,0.05117964744567871
19377,NDY-208_1067,test,0.02184426784515381
19378,NDY-208_1068,train,
19379,NDY-208_1069,train,
19380,NDY-208_1070,train,
19381,NDY-208_1071,train,
19382,NDY-208_1072,train,
19383,NDY-208_1073,train,
19384,NDY-208_1074,train,
19385,NDY-208_1075,train,
19386,NDY-208_1076,train,
19387,NDY-208_1077,train,
19388,NDY-208_1078,test,0.014110982418060303
19389,NDY-208_1079,train,
19390,NDY-208_1080,train,
19391,NDY-208_1081,train,
19392,NDY-208_1082,train,
19393,NDY-208_1083,test,0.03125554323196411
19394,NDY-208_1084,train,
19395,NDY-208_1085,test,0.010161876678466797
19396,NDY-208_1086,train,
19397,NDY-208_1087,train,
19398,NDY-208_1088,train,
19399,NDY-208_1089,test,0.9789151549339294
19400,NDY-208_1090,train,
19401,NDY-208_1091,train,
19402,NDY-208_1092,train,
19403,NDY-208_1093,train,
19404,NDY-208_1094,train,
19405,NDY-208_1095,train,
19406,NDY-208_1096,test,0.10158151388168335
19407,NDY-208_1097,test,0.06774348020553589
19408,NDY-208_1098,train,
19409,NDY-208_1099,test,0.0024837255477905273
19410,NDY-208_1100,test,0.000531613826751709
19411,NDY-208_1101,train,
19412,NDY-208_1102,train,
19413,NDY-208_1103,train,
19414,NDY-208_1104,train,
19415,NDY-208_1105,train,
19416,NDY-208_1106,train,
19417,NDY-208_1107,train,
19418,NDY-208_1108,train,
19419,NDY-208_1109,train,
19420,NDY-208_1110,train,
19421,NDY-208_1111,train,
19422,NDY-208_1112,train,
19423,NDY-208_1113,train,
19424,NDY-208_1114,train,
19425,NDY-208_1115,train,
19426,NDY-208_1116,train,
19427,NDY-208_1117,train,
19428,NDY-208_1118,train,
19429,NDY-208_1119,train,
19430,NDY-208_1120,train,
19431,NDY-208_1121,train,
19432,NDY-208_1122,train,
19433,NDY-208_1123,train,
19434,NDY-208_1124,train,
19435,NDY-208_1125,train,
19436,NDY-208_1126,train,
19437,NDY-208_1127,train,
19438,NDY-208_1128,train,
19439,NDY-208_1129,train,
19440,NDY-208_1130,train,
19441,NDY-208_1131,train,
19442,NDY-208_1132,train,
19443,NDY-208_1133,test,0.029170691967010498
19444,NDY-208_1134,train,
19445,NDY-208_1135,train,
19446,NDY-208_1136,train,
19447,NDY-208_1137,train,
19448,NDY-208_1138,train,
19449,NDY-208_1139,train,
19450,NDY-208_1140,test,0.00028127431869506836
19451,NDY-208_1141,train,
19452,NDY-208_1142,test,0.09567075967788696
19453,NDY-208_1143,train,
19454,NDY-208_1144,train,
19455,NDY-208_1145,train,
19456,NDY-208_1146,train,
19457,NDY-208_1147,train,
19458,NDY-208_1148,test,0.013469398021697998
19459,NDY-208_1149,train,
19460,NDY-208_1150,test,0.001696467399597168
19461,NDY-208_1151,test,0.001550436019897461
19462,NDY-208_1152,train,
19463,NDY-208_1153,train,
19464,NDY-208_1154,train,
19465,NDY-208_1155,train,
19466,NDY-208_1156,train,
19467,NDY-208_1157,train,
19468,NDY-208_1158,train,
19469,NDY-208_1159,train,
19470,NDY-208_1160,train,
19471,NDY-208_1161,train,
19472,NDY-208_1162,train,
19473,NDY-208_1163,train,
19474,NDY-208_1164,train,
19475,NDY-208_1165,train,
19476,NDY-208_1166,train,
19477,NDY-208_1167,train,
19478,NDY-208_1168,train,
19479,NDY-208_1169,train,
19480,NDY-208_1170,train,
19481,NDY-208_1171,train,
19482,NDY-208_1172,train,
19483,NDY-208_1173,train,
19484,NDY-208_1174,train,
19485,NDY-208_1175,train,
19486,NDY-208_1176,train,
19487,NDY-208_1177,test,0.11337774991989136
19488,NDY-208_1178,train,
19489,NDY-208_1179,test,0.004038870334625244
19490,NDY-208_1180,train,
19491,NDY-208_1181,train,
19492,NDY-208_1182,train,
19493,NDY-208_1183,train,
19494,NDY-208_1184,train,
19495,NDY-208_1185,train,
19496,NDY-208_1186,train,
19497,NDY-208_1187,train,
19498,NDY-208_1188,test,0.0019895434379577637
19499,NDY-208_1189,test,0.0003012418746948242
19500,NDY-208_1190,train,
19501,NDY-208_1191,train,
19502,NDY-208_1192,train,
19503,NDY-208_1193,train,
19504,NDY-208_1194,train,
19505,NDY-208_1195,train,
19506,NDY-208_1196,train,
19507,NDY-208_1197,train,
19508,NDY-208_1198,train,
19509,NDY-208_1199,train,
19510,NDY-208_1200,train,
19511,NDY-208_1201,train,
19512,NDY-208_1202,train,
19513,NDY-208_1203,test,0.9692122936248779
19514,NDY-208_1204,train,
19515,NDY-208_1205,train,
19516,NDY-208_1206,train,
19517,NDY-208_1207,train,
19518,NDY-208_1208,train,
19519,NDY-208_1209,train,
19520,NDY-208_1210,train,
19521,NDY-208_1211,test,0.0004845857620239258
19522,NDY-208_1212,train,
19523,NDY-208_1213,train,
19524,NDY-208_1214,test,0.8539474010467529
19525,NDY-208_1215,train,
19526,NDY-208_1216,train,
19527,NDY-208_1217,train,
19528,NDY-208_1218,train,
19529,NDY-208_1219,test,0.00031065940856933594
19530,NDY-208_1220,train,
19531,NDY-208_1221,train,
19532,NDY-208_1222,train,
19533,NDY-208_1223,train,
19534,NDY-208_1224,test,0.0004889965057373047
19535,NDY-208_1225,train,
19536,NDY-208_1226,train,
19537,NDY-208_1227,test,0.004038870334625244
19538,NDY-208_1228,train,
19539,NDY-208_1229,train,
19540,NDY-208_1230,train,
19541,NDY-208_1231,train,
19542,NDY-208_1232,train,
19543,NDY-208_1233,train,
19544,NDY-208_1234,train,
19545,NDY-208_1235,train,
19546,NDY-208_1236,train,
19547,NDY-208_1237,train,
19548,NDY-208_1238,train,
19549,NDY-208_1239,train,
19550,NDY-208_1240,test,0.082355797290802
19551,NDY-208_1241,train,
19552,NDY-208_1242,train,
19553,NDY-208_1243,test,0.0017451643943786621
19554,NDY-208_1244,train,
19555,NDY-208_1245,train,
19556,NDY-208_1246,train,
19557,NDY-208_1247,test,0.08082449436187744
19558,NDY-208_1248,train,
19559,NDY-208_1249,train,
19560,NDY-208_1250,train,
19561,NDY-208_1251,train,
19562,NDY-208_1252,train,
19563,NDY-208_1253,train,
19564,NDY-208_1254,train,
19565,NDY-208_1255,train,
19566,NDY-208_1256,test,0.0013012886047363281
19567,NDY-208_1257,train,
19568,NDY-208_1258,train,
19569,NDY-208_1259,train,
19570,NDY-208_1260,test,0.9577011466026306
19571,NDY-208_1261,train,
19572,NDY-208_1262,train,
19573,NDY-208_1263,train,
19574,NDY-208_1264,train,
19575,NDY-208_1265,train,
19576,NDY-208_1266,train,
19577,NDY-208_1267,train,
19578,NDY-208_1268,train,
19579,NDY-208_1269,train,
19580,NDY-208_1270,train,
19581,NDY-208_1271,train,
19582,NDY-208_1272,train,
19583,NDY-208_1273,train,
19584,NDY-208_1274,train,
19585,NDY-208_1275,train,
19586,NDY-208_1276,train,
19587,NDY-208_1277,test,0.0005794763565063477
19588,NDY-208_1278,train,
19589,NDY-208_1279,train,
19590,NDY-208_1280,train,
19591,NDY-208_1281,train,
19592,NDY-208_1282,train,
19593,NDY-208_1283,train,
19594,NDY-208_1284,train,
19595,NDY-208_1285,train,
19596,NDY-208_1286,train,
19597,NDY-208_1287,test,0.003526031970977783
19598,NDY-208_1288,test,0.922639787197113
19599,NDY-208_1289,train,
19600,NDY-208_1290,train,
19601,NDY-208_1291,train,
19602,NDY-208_1292,train,
19603,NDY-208_1293,train,
19604,NDY-208_1294,train,
19605,NDY-208_1295,train,
19606,NDY-208_1296,train,
19607,NDY-208_1297,train,
19608,NDY-208_1298,test,0.0007040500640869141
19609,NDY-208_1299,train,
19610,NDY-208_1300,train,
19611,NDY-208_1301,train,
19612,NDY-208_1302,test,0.9920807480812073
19613,NDY-208_1303,train,
19614,NDY-208_1304,train,
19615,NDY-208_1305,train,
19616,NDY-208_1306,test,0.005698561668395996
19617,NDY-208_1307,train,
19618,NDY-208_1308,train,
19619,NDY-208_1309,train,
19620,NDY-208_1310,train,
19621,NDY-208_1311,train,
19622,NDY-208_1312,train,
19623,NDY-208_1313,train,
19624,NDY-208_1314,train,
19625,NDY-208_1315,train,
19626,NDY-208_1316,test,0.002237677574157715
19627,NDY-208_1317,train,
19628,NDY-208_1318,train,
19629,NDY-208_1319,train,
19630,NDY-208_1320,train,
19631,NDY-208_1321,train,
19632,NDY-208_1322,test,0.0003336668014526367
19633,NDY-208_1323,train,
19634,NDY-208_1324,train,
19635,NDY-208_1325,train,
19636,NDY-208_1326,train,
19637,NDY-208_1327,test,0.002769768238067627
19638,NDY-208_1328,train,
19639,NDY-208_1329,train,
19640,NDY-208_1330,train,
19641,NDY-208_1331,train,
19642,NDY-208_1332,train,
19643,NDY-208_1333,train,
19644,NDY-208_1334,train,
19645,NDY-208_1335,train,
19646,NDY-208_1336,train,
19647,NDY-208_1337,train,
19648,NDY-208_1338,train,
19649,NDY-208_1339,train,
19650,NDY-208_1340,train,
19651,NDY-208_1341,train,
19652,NDY-208_1342,train,
19653,NDY-208_1343,test,0.0004571676254272461
19654,NDY-208_1344,train,
19655,NDY-208_1345,train,
19656,NDY-208_1346,train,
19657,NDY-208_1347,train,
19658,NDY-208_1348,train,
19659,NDY-208_1349,train,
19660,NDY-208_1350,train,
19661,NDY-208_1351,train,
19662,NDY-208_1352,train,
19663,NDY-208_1353,train,
19664,NDY-208_1354,test,0.0004202723503112793
19665,NDY-208_1355,train,
19666,NDY-208_1356,train,
19667,NDY-208_1357,train,
19668,NDY-208_1358,train,
19669,NDY-208_1359,train,
19670,NDY-208_1360,train,
19671,NDY-208_1361,train,
19672,NDY-208_1362,train,
19673,NDY-208_1363,test,0.9902881383895874
19674,NDY-208_1364,train,
19675,NDY-208_1365,train,
19676,NDY-208_1366,test,0.005478858947753906
19677,NDY-208_1367,train,
19678,NDY-208_1368,test,0.00026339292526245117
19679,NDY-208_1369,test,0.0011388063430786133
19680,NDY-208_1370,train,
19681,NDY-208_1371,train,
19682,NDY-208_1372,train,
19683,NDY-208_1373,train,
19684,NDY-208_1374,train,
19685,NDY-208_1375,train,
19686,NDY-208_1376,train,
19687,NDY-208_1377,train,
19688,NDY-208_1378,train,
19689,NDY-208_1379,train,
19690,NDY-208_1380,train,
19691,NDY-208_1381,train,
19692,NDY-208_1382,train,
19693,NDY-208_1383,test,0.05480515956878662
19694,NDY-208_1384,train,
19695,NDY-208_1385,train,
19696,NDY-208_1386,train,
19697,NDY-208_1387,test,0.0012757182121276855
19698,NDY-208_1388,train,
19699,NDY-208_1389,train,
19700,NDY-208_1390,test,0.1090015172958374
19701,NDY-208_1391,train,
19702,NDY-208_1392,train,
19703,NDY-208_1393,train,
19704,NDY-208_1394,train,
19705,NDY-208_1395,train,
19706,NDY-208_1396,train,
19707,NDY-208_1397,test,0.050601065158843994
19708,NDY-208_1398,train,
19709,NDY-208_1399,train,
19710,NDY-208_1400,train,
19711,NDY-208_1401,test,0.07802194356918335
19712,NDY-208_1402,test,0.9875374436378479
19713,NDY-208_1403,train,
19714,NDY-208_1404,train,
19715,NDY-208_1405,train,
19716,NDY-208_1406,train,
19717,NDY-208_1407,test,0.09479588270187378
19718,NDY-208_1408,test,0.0004474520683288574
19719,NDY-208_1409,train,
19720,NDY-208_1410,train,
19721,NDY-208_1411,train,
19722,NDY-208_1412,train,
19723,NDY-208_1413,train,
19724,NDY-208_1414,train,
19725,NDY-208_1415,test,0.00040215253829956055
19726,NDY-208_1416,train,
19727,NDY-208_1417,train,
19728,NDY-208_1418,train,
19729,NDY-208_1419,train,
19730,NDY-208_1420,train,
19731,NDY-208_1421,train,
19732,NDY-208_1422,train,
19733,NDY-208_1423,train,
19734,NDY-208_1424,test,0.00044864416122436523
19735,NDY-208_1425,test,0.09520947933197021
19736,NDY-208_1426,test,0.0005081892013549805
19737,NDY-208_1427,train,
19738,NDY-208_1428,train,
19739,NDY-208_1429,train,
19740,NDY-208_1430,train,
19741,NDY-208_1431,train,
19742,NDY-208_1432,train,
19743,NDY-208_1433,train,
19744,NDY-208_1434,train,
19745,NDY-208_1435,test,0.8237247467041016
19746,NDY-208_1436,test,0.00047028064727783203
19747,NDY-208_1437,train,
19748,NDY-208_1438,train,
19749,NDY-208_1439,train,
19750,NDY-208_1440,train,
19751,NDY-208_1441,train,
19752,NDY-208_1442,train,
19753,NDY-208_1443,train,
19754,NDY-208_1444,test,0.003955841064453125
19755,NDY-208_1445,train,
19756,NDY-208_1446,train,
