document,comment_id,type,start,end,comment,flausch,translated,id
NDY-186,6925,positive feedback,0,26,Das ist Cool 😎 👍 💭 💀 👽 👍 👍,yes,"That's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool, and that's Cool.",NDY-186_6925
NDY-186,6930,positive feedback,0,4,Geil,yes,Cool,NDY-186_6930
NDY-186,6931,positive feedback,0,4,Geil,yes,Cool,NDY-186_6931
NDY-186,6932,sympathy,0,44,Heiko hat leider manchmal echt viele pickels aber i 💛 lochis,yes,Heiko has unfortunately sometimes real lots of picks but i de lochis,NDY-186_6932
NDY-186,6932,affection declaration,50,60,Heiko hat leider manchmal echt viele pickels aber i 💛 lochis,yes,Heiko has unfortunately sometimes real lots of picks but i de lochis,NDY-186_6932
NDY-186,6937,affection declaration,0,16,ihr seid so vool,yes,you are so vool,NDY-186_6937
NDY-186,6938,affection declaration,0,13,ihr seid cool,yes,you're cool,NDY-186_6938
NDY-186,6945,positive feedback,0,11,cooles lied,yes,cool song,NDY-186_6945
NDY-186,6946,affection declaration,0,20,Heiko du bist so süß,yes,Heiko you're so sweet,NDY-186_6946
NDY-186,6947,agreement,15,20,HOLGER SCHMITZ jaa 😍 aber roman ist auch voll süß,yes,HOLGER SCHMITZ jaa 的 but novel is also full of sweet,NDY-186_6947
NDY-186,6947,affection declaration,21,49,HOLGER SCHMITZ jaa 😍 aber roman ist auch voll süß,yes,HOLGER SCHMITZ jaa 的 but novel is also full of sweet,NDY-186_6947
NDY-186,6948,agreement,15,29,HOLGER SCHMITZ finde ich auch Ich liebe in 😚 😚 😙 😙,yes,HOLGER SCHMITZ I also find I love in ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_6948
NDY-186,6948,affection declaration,30,50,HOLGER SCHMITZ finde ich auch Ich liebe in 😚 😚 😙 😙,yes,HOLGER SCHMITZ I also find I love in ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_6948
NDY-186,6949,agreement,27,37,Helin Kara roman ist süßer hast recht,yes,Helin Kara novel is sweeter you're right,NDY-186_6949
NDY-186,6952,agreement,15,30,HOLGER SCHMITZ find ich auch 😍,yes,I also find HOLGER SCHMITZ,NDY-186_6952
NDY-186,6959,positive feedback,0,22,das ist ei cooles lied,yes,this is a cool song,NDY-186_6959
NDY-186,6964,affection declaration,0,13,Ich libe euch,yes,♪ I'm liking you ♪,NDY-186_6964
NDY-186,6965,positive feedback,0,4,Geil,yes,Cool,NDY-186_6965
NDY-186,6968,positive feedback,0,9,Voll cool ( ich meine die Augen ) Spaß geiles Lied,yes,Full cool (I mean the eyes) fun horny song,NDY-186_6968
NDY-186,6968,positive feedback,39,50,Voll cool ( ich meine die Augen ) Spaß geiles Lied,yes,Full cool (I mean the eyes) fun horny song,NDY-186_6968
NDY-186,6970,positive feedback,0,29,haha geiler kommentar 😂 😂 😂 😂,yes,haha horny comment,NDY-186_6970
NDY-186,6972,positive feedback,0,4,cool,yes,cool,NDY-186_6972
NDY-186,6973,positive feedback,17,58,ist aber echt so aber das Lied ist trotzdem cool wie immer,yes,but is really so but the song is still cool as always,NDY-186_6973
NDY-186,6981,positive feedback,0,4,cool,yes,cool,NDY-186_6981
NDY-186,6982,positive feedback,0,12,Cooles video cool,yes,Cool video cool,NDY-186_6982
NDY-186,6982,positive feedback,13,17,Cooles video cool,yes,Cool video cool,NDY-186_6982
NDY-186,6984,affection declaration,0,18,roman ist sooo süß,yes,novel is sooo sweet,NDY-186_6984
NDY-186,6985,positive feedback,0,24,2 Million gönne ich euch,yes,I'll give you two million.,NDY-186_6985
NDY-186,6986,positive feedback,0,19,Übrigens guter Film,yes,"By the way, good movie",NDY-186_6986
NDY-186,6987,affection declaration,0,22,ich finde Roman so süß ich träume von ihn manchmal,yes,I find Roman so sweet I dream of him sometimes,NDY-186_6987
NDY-186,6987,affection declaration,23,50,ich finde Roman so süß ich träume von ihn manchmal,yes,I find Roman so sweet I dream of him sometimes,NDY-186_6987
NDY-186,6991,positive feedback,0,18,soo Lustig 😂 😂 😂 😂,yes,Soo Funny -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_6991
NDY-186,6992,positive feedback,0,52,wenn ich ehrlich bin dieses Lied hat mich über zeugt alder do geil,yes,if I'm honest this song has got me over witnessing alder do horny,NDY-186_6992
NDY-186,6992,positive feedback,53,66,wenn ich ehrlich bin dieses Lied hat mich über zeugt alder do geil,yes,if I'm honest this song has got me over witnessing alder do horny,NDY-186_6992
NDY-186,6993,affection declaration,0,14,DIE GRISCHIS 😍,yes,THE GRICH,NDY-186_6993
NDY-186,6995,positive feedback,0,7,so geil,yes,So horny,NDY-186_6995
NDY-186,6997,affection declaration,0,27,hr seit voll cooooooooooool,yes,hr since full cooooooooooool,NDY-186_6997
NDY-186,6998,affection declaration,0,7,Heiko ❤,yes,Heiko,NDY-186_6998
NDY-186,7000,positive feedback,0,16,Ich mag den song krige ohrwurm,yes,I like the song krypty earworm,NDY-186_7000
NDY-186,7000,positive feedback,17,30,Ich mag den song krige ohrwurm,yes,I like the song krypty earworm,NDY-186_7000
NDY-186,7003,positive feedback,0,41,dieses lied ist besser als as originale 3,yes,this song is better than as original 3,NDY-186_7003
NDY-186,7008,affection declaration,0,13,ich liebe och,yes,I love och,NDY-186_7008
NDY-186,7011,affection declaration,0,14,Ich liebe euch gebt mir eure nummer 😍 😍 😍 😚 😚 😚,yes,I love you give me your number,NDY-186_7011
NDY-186,7011,positive feedback,36,47,Ich liebe euch gebt mir eure nummer 😍 😍 😍 😚 😚 😚,yes,I love you give me your number,NDY-186_7011
NDY-186,7012,affection declaration,0,20,ich Liebe dich Heiko ihr könnt voll gute lieder schreiben,yes,I love you Heiko you can write full good songs,NDY-186_7012
NDY-186,7012,compliment,21,57,ich Liebe dich Heiko ihr könnt voll gute lieder schreiben,yes,I love you Heiko you can write full good songs,NDY-186_7012
NDY-186,7014,positive feedback,0,4,geil,yes,Horny,NDY-186_7014
NDY-186,7017,positive feedback,0,8,OMG CooL,yes,OMG Cool,NDY-186_7017
NDY-186,7018,positive feedback,0,13,mega cool ❤ ❤,yes,mega cool -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7018
NDY-186,7022,positive feedback,0,19,voll gut geworden 😊,yes,become fully good,NDY-186_7022
NDY-186,7029,affection declaration,0,22,Roman du bist geil \m/,yes,Roman you are horny \m/,NDY-186_7029
NDY-186,7031,compliment,0,57,Wie macht ihr die Lieder so gut das ihr euch das ausdenkt also z. b wie lieblingslied das ihr euch den texz so gut ausdenkt,yes,How do you do the songs so well that you think it out so e.g. like a favorite song that you think of the texz so well,NDY-186_7031
NDY-186,7032,positive feedback,0,1,♡,yes,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,NDY-186_7032
NDY-186,7033,affection declaration,30,38,0:37 Fabian im hintergrund xD Fabii 33,yes,0:37 Fabian in background xD Fabii 33,NDY-186_7033
NDY-186,7040,positive feedback,0,151,👍 👍 👍 👍 👍 👍 👍 👍 👍 💖 💗 💘 💝 💞 💟 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 💖 💗 💘 💝 💞 💟 👍 👍 👍 👍 👍 💖 💗 💝 💘 💝 💞 💞 💟 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,yes,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7040
NDY-186,7041,positive feedback,0,9,❤ ❤ ❤ 💗 💞,yes,"I'm sorry, I'm sorry. I'm sorry, but I'm sorry. I'm sorry.",NDY-186_7041
NDY-186,7042,affection declaration,0,76,ich liebe Euch 💜 💜 💜 💜 💜 💜 💜 💜 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💖 💙 💙 💙 💙 💍 💍 💎 . Heiratet mich Biiiiiiiiiiiiiiitte 💑 . ich bin Erst 7 👰 💋 💋 💋 💋 💋 💋 💋 💋 💕 💕 💕 💕 💕 💑 ♥ 💌 💌 💌 💌 ✌ .,yes,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it,",NDY-186_7042
NDY-186,7042,affection declaration,79,114,ich liebe Euch 💜 💜 💜 💜 💜 💜 💜 💜 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💖 💙 💙 💙 💙 💍 💍 💎 . Heiratet mich Biiiiiiiiiiiiiiitte 💑 . ich bin Erst 7 👰 💋 💋 💋 💋 💋 💋 💋 💋 💕 💕 💕 💕 💕 💑 ♥ 💌 💌 💌 💌 ✌ .,yes,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it,",NDY-186_7042
NDY-186,7042,positive feedback,132,175,ich liebe Euch 💜 💜 💜 💜 💜 💜 💜 💜 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💗 💖 💙 💙 💙 💙 💍 💍 💎 . Heiratet mich Biiiiiiiiiiiiiiitte 💑 . ich bin Erst 7 👰 💋 💋 💋 💋 💋 💋 💋 💋 💕 💕 💕 💕 💕 💑 ♥ 💌 💌 💌 💌 ✌ .,yes,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it, I love it,",NDY-186_7042
NDY-186,7043,positive feedback,0,13,coole parodie,yes,cool parody,NDY-186_7043
NDY-186,7045,affection declaration,0,22,Ihr seit voll Cool ☺ 😎,yes,Your since full Cool --------------------------------------------------------------------------------------------------------------,NDY-186_7045
NDY-186,7046,affection declaration,0,31,ihr seid sooo geill 😘 😘 😘 😘 😘 😘,yes,"You're sooo geill, you're sooo geill, you're sooo geill, you're sooo geill, you're sooo geill, you're sooo geill, you're sooo geill.",NDY-186_7046
NDY-186,7049,positive feedback,0,40,Meiner Meinung nach eins der besten ever,yes,"In my opinion, one of the best ever",NDY-186_7049
NDY-186,7050,affection declaration,48,80,Man muss sagen ihr seid eigentlich ganz ok aber eure fans sind eh die geilsten ☺,yes,You have to say you're actually okay but your fans are always the coolest,NDY-186_7050
NDY-186,7052,ambiguous,0,1,😆,yes,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,NDY-186_7052
NDY-186,7053,compliment,0,41,ihr sied mit müden augen besser aus ♥ ♥ ♥ und is besser als das originale,yes,her boiling with tired eyes better from ♥ ♥ ♥ ♥ and is better than the original,NDY-186_7053
NDY-186,7053,positive feedback,42,73,ihr sied mit müden augen besser aus ♥ ♥ ♥ und is besser als das originale,yes,her boiling with tired eyes better from ♥ ♥ ♥ ♥ and is better than the original,NDY-186_7053
NDY-186,7057,ambiguous,0,6,Haha 😂,yes,Haha --,NDY-186_7057
NDY-186,7065,affection declaration,0,22,ich liebe euch 😍 😍 😍 😍 wer noch ?,yes,"I love you, who else?",NDY-186_7065
NDY-186,7066,positive feedback,0,18,Ja cool cool 👍🏼 ❤️,yes,Yes cool cool ----------- yeah cool cool cool --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7066
NDY-186,7068,positive feedback,0,2,:D,yes,:D,NDY-186_7068
NDY-186,7069,ambiguous,0,8,haha lol,yes,haha lol,NDY-186_7069
NDY-186,7070,positive feedback,0,13,Voll cool 😂 😂,yes,It's totally cool. It's really cool.,NDY-186_7070
NDY-186,7071,affection declaration,0,20,Lochis ihr seid geil,yes,Lochis you're horny,NDY-186_7071
NDY-186,7072,affection declaration,0,26,die lochis sind immer cool,yes,the lochis are always cool,NDY-186_7072
NDY-186,7076,agreement,0,21,lol lil du Haar recht,yes,lol lil du hair right,NDY-186_7076
NDY-186,7077,positive feedback,0,13,so geil ❤️ ❤️,yes,"So horny, so horny, so horny.",NDY-186_7077
NDY-186,7078,positive feedback,0,4,COOL,yes,COOL,NDY-186_7078
NDY-186,7079,affection declaration,15,28,Fabian ist dar er ist so süß von grschistudios,yes,Fabian is so cute of grschistudios,NDY-186_7079
NDY-186,7081,affection declaration,0,16,Ihr seid so cool und macht weiter so . Ihr macht es sehr gut,yes,You are so cool and keep doing so. You do it very well,NDY-186_7081
NDY-186,7081,encouragement,17,36,Ihr seid so cool und macht weiter so . Ihr macht es sehr gut,yes,You are so cool and keep doing so. You do it very well,NDY-186_7081
NDY-186,7081,compliment,39,60,Ihr seid so cool und macht weiter so . Ihr macht es sehr gut,yes,You are so cool and keep doing so. You do it very well,NDY-186_7081
NDY-186,7082,positive feedback,0,85,hört sich so geil an wenn er meine augenrigen sind größer als der mount Everest singt,yes,sounds so horny when he sings my eyes are bigger than Mount Everest,NDY-186_7082
NDY-186,7084,affection declaration,0,32,ich libe dis Romannn 😘 😘 😘 😍 😍 😍,yes,I'm libe dis Romannn -------------- I'm libe dis Romannn ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7084
NDY-186,7085,affection declaration,0,90,ihr seid so cool 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎,yes,"you're so cool, you're so cool, you're so cool, you're so cool, you're so cool, you're so cool, you're so cool, you're so cool.",NDY-186_7085
NDY-186,7091,affection declaration,0,20,"heiko ich liebe dich ich wohne in der schweiz in zürich , dort bit du beruhmter als justin biber",yes,"heiko I love you I live in Switzerland in zürich, there bit you more famous than justin biber",NDY-186_7091
NDY-186,7094,positive feedback,0,27,Ich liebe eure Lieder . 😻 😻,yes,I love your songs. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,NDY-186_7094
NDY-186,7101,positive feedback,0,25,😘 😘 😘 😘 😘 😘 😘 😘 😘 😍 😍 😍 😍,yes,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7101
NDY-186,7103,positive feedback,0,4,cool,yes,cool,NDY-186_7103
NDY-186,7108,positive feedback,0,21,Ich liebe diesen song,yes,I love this song,NDY-186_7108
NDY-186,7109,affection declaration,0,10,fabiii ❤ ❤,yes,fabiii -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7109
NDY-186,7111,positive feedback,0,4,cool,yes,cool,NDY-186_7111
NDY-186,7118,compliment,0,36,OOOohhhhn Heiko du siehst so süß :-),yes,OOOohhhhn Heiko you look so sweet :-),NDY-186_7118
NDY-186,7122,agreement,18,28,Frank Schollmeyer das stimmt,yes,Frank Schollmeyer that's true,NDY-186_7122
NDY-186,7127,agreement,12,24,Lps Missing ja das stimt,yes,Lps Missing yes that says yes,NDY-186_7127
NDY-186,7129,positive feedback,0,14,schön cool 😗 😗,yes,Nice cool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7129
NDY-186,7130,positive feedback,0,37,Das ist Geilste Video von euch Lochis,yes,This is Hottest Video of you Lochis,NDY-186_7130
NDY-186,7132,affection declaration,0,20,ich liebe dich Heiko,yes,I love you Heiko,NDY-186_7132
NDY-186,7133,ambiguous,0,6,lol :),yes,lol :),NDY-186_7133
NDY-186,7137,positive feedback,0,35,👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,yes,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7137
NDY-186,7138,positive feedback,2,9,{ ♡ ♡ ♥ ♥ } ich Liebe euch ich kehn alle Vidios,yes,♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪,NDY-186_7138
