phrase,label
ey ihr seid so krass,affection declaration
du siehst heute wunderhübsch aus ;),compliment
tolles video,positive feedback
meine liebe ... ich bin auch halb filipina und,not
finde es so schrecklich diese ganzen bilder zu sehen,sympathy
...,not
helpthephilippines #,encouragement
Ich liebe deine videos * - *,positive feedback
wenn du das liest dan ganz liebe grüße an eure Kinder .,not
Ich freue mich immer wenn ein neues Video kommt * . *,positive feedback
@DieLochis,not
Erstmal ein großes Lob an euch,compliment
",",not
eure Stimmen hören sich im Vergleich zu den ersten Videos viel besser an,compliment
!,not
macht weiter,encouragement
. Ich hätte mal eine frage : Ich hab gelesen das Roman Gitarre spielt . Mich würde interessieren ob ihr mal ein Akkustik-Cover oder so etwas machen könnt !,not
Auf der Uhr 11 : 15 ? Kann nicht ganz sein 😂 😂,not
❤,positive feedback
😂 😂,ambiguous
Daaruum ist so hammer mega super duper hübsch *_*,compliment
so ein tolles video,positive feedback
",",not
deine videos sind immer so unglaublich inspirierend,positive feedback
.,not
mach weiter so ♥,encouragement
geil 😊 😊,positive feedback
Ich finde eure Parodien und eigene Songs total gut :),positive feedback
"Allerings sind die Bildmaterialien manchmal total überzogen ... ist bestimmt Geschmackssache und wie gesagt ,",not
der Rest ist spitze ;),positive feedback
Du hast sowas besonderes,compliment
und,not
ich liieebää deine augen einfach mal soo hammeer,compliment
<b> - </b> und,not
du wirkst in solchen videos so geheimnissvoll und bekommst es einfach hin mich zum nachdenken zu bringen,compliment
ich hab gänsehaut,positive feedback
ahh du bist meine lieblingsyoutuberin ! ♥ ♥,affection declaration
Ahmm,not
ich mag euch beide,affection declaration
den ihr seid ja zwillinge xD :D,not
ihr sind so geilL :D 3,affection declaration
Gibt mir mal ein autogramm wird später bestimmt viel wert sein :) :*,implicit
ohman eyy samy damals hast du dich so gefreut weil du 25 abonenten hattest aber jetzt .. hats du fast 60.000 abonenten jetzt muss du dich noch mehr freuen ^^ xD,not
weiter so,encouragement
5 * * * * *,positive feedback
Geil,positive feedback
Ich liebe die lochis,affection declaration
und,not
alle Songs sind so cool,positive feedback
und,not
Roman und Heiko sehen so gut aus,compliment
cool,positive feedback
Hahah,not
geil,positive feedback
dein erstes Video soo cool 😄 😄 😄 😙 😺 💕 💜 💜 💚 💚 💛 💜,positive feedback
:D,positive feedback
"Danke , das hat mir echt geholfen",gratitude
", hab nämlich echt Probleme mit knallroten im Gesicht zentrierten Pickeln :/",not
OMG <b> - </b> Dieses Video ist wunderschön,positive feedback
.,not
Du bist wunderschön,compliment
.,not
Du drückst soviel in diesen paar Minuten aus,compliment
.,not
"Es ist einfach mega , das du dich öffnest und uns zeigst wie zerbrechlich Menschen sein können , die nach Außen hin stark wirken",compliment
.,not
Dein Cover passt super gut zu diesem Video,positive feedback
.,not
Es ist einfach nur WOW,positive feedback
.,not
Bitte mach noch ganz lange weiter so,encouragement
. Und hör &,not
mir geht's in vielen dingen genauso wie dir ich spar den pickel auch immer aus wenn ich mich eincreme,not
wieder ein super Video,positive feedback
hast dir viel mühe gegeben das merkt man :),compliment
Gänsehaut,positive feedback
: &,not
Krasses Video,positive feedback
Heiko ist der beste 💖 💖 💖 💖 💖 💖 💖 💖 💖 😎 😎 😎 😎 😎 😎,affection declaration
Mega coole Parodie 💟 ❤,positive feedback
weiter so !,encouragement
ich hab euch lieb 💙,affection declaration
coll,positive feedback
"Ich liebe deine Videos , weil sie nicht immer gleich sind ... nie diese 0815 videos ... sondern immer etwas besonderes . Immer vielfältig und immer super rübergebracht .",positive feedback
Du hast einfach so eine &,not
Einfach cool,positive feedback
Voll cool,positive feedback
geil,positive feedback
cool,positive feedback
das war geeeeeeeiiiiiiiiiillllllllllllllllllllllllllllllllllllllllllllll lllllllllllllllllllllllllllllllll,positive feedback
geht mall zum super talent,encouragement
ihr habtz echt drauf :P,compliment
Wie süß Du einfach bist 🙈,affection declaration
Schon jetzt sieht man was du für ein guter Mensch bist 💓,compliment
Ich mag Daniela Katzenberger,affection declaration
.,not
Sie lässt sich von niemandem etwas sagen und macht immer ihr eigenes Ding ( :,compliment
Deine Review hat mir auch gefallen,positive feedback
", werde mir das Buch aber trotzdem nicht kaufen ; o Wenn's mal billiger ist vielleicht .",not
Wie wunderschön du aussiehst :),compliment
Das Make-up und die Frisur stehen dir unglaublich gut,compliment
Die eingebauten Videos von allen sind wirklich süß,positive feedback
.,not
Super Idee :D,positive feedback
Alter ist das Weib hässlich schönes Mädchen als ob ab,not
super Parodie :),positive feedback
lochis ihr seid super cool,affection declaration
so cool das lied =),positive feedback
❤️ ❤️ ❤️ ❤️ ❤️ ❤️,positive feedback
Hab euch lieb ❤️ ❤️ ❤️ ❤️ ❤️,affection declaration
cool,positive feedback
bestes Lied 💖 💕,positive feedback
#snapchatarmy ( annariggs15 ) 👐,not
ich finde heiko hast ne gute stimme,compliment
und aber der andere naja die stimme ist nicht so der burner,not
heiko singt mit gefühlen,compliment
. heiko das kannst du dein bruder beibringen,not
Aber ich brauche garnicht so lange im bad 😂 😂 😂 😑,not
😍 😍 ❤,positive feedback
superaffentittengeil :D 3,positive feedback
eine halbe Stunde pleibe ich im Bad,not
😍 😍 😍 😍,positive feedback
Geiles vidio 👍 👍 👍 👍 👍 👍,positive feedback
Also ich brauche aller höchstens 10 min . Im bad 😂,not
❤,positive feedback
Soooooooooooooooooo cool * __ *,positive feedback
Roman ist der der beste,affection declaration
Cool,positive feedback
geile Idee für die Parodie,positive feedback
was hab ihr ( ein paar ) gegen dielochis,not
das sind auch menschen,sympathy
.,not
das sind Menschen die einen unterhalten und keinen schaden,sympathy
. bitte hört damit auf okay das was ihr ( ein paar ) in die Kommentare schreiben das ist nicht in Ordnung also bitte hört damit auf .,not
die armen leute :( die tun mir so leid :/,sympathy
wie kann man nur nen daumen runta gebn hallo ?! - . -,not
ihr seid die besten YouTuber der welt 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍,affection declaration
ich liebe euch ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤,affection declaration
ihr seid cool,affection declaration
Cool,positive feedback
:D,positive feedback
Hahahahahahaha xD,not
geile Idee xDD,positive feedback
die nehmen das auch noch ernst xD,not
"ich find da waren echt super tipps dabei , wo ich niemals selbst drauf gekommen wäre :D",positive feedback
echt eine super video idee,positive feedback
und,not
gut umgesetzt ! :),compliment
Geiler Song,positive feedback
.,not
Seid die Besten !,affection declaration
Ah ah ah ah lol,ambiguous
Ohhh luna .... so hübsch,compliment
ein wahnsinnig tolles Video,positive feedback
das hat ein echt mitgenommen,positive feedback
. ... und es war auch traurig .....,not
mach weiter so süße ♥ ♥,encouragement
Liebe deine videos !!,positive feedback
Aber der gesang grässlich,not
super gut wie jedes lied ) :,positive feedback
Super Videoidee !,positive feedback
echt hammer gut,positive feedback
Der Teil als du deine Schlafsachen gezeigt hast ... SO SO SO SO SO SÜß !!! ♥,positive feedback
roman du singst richtig gut,compliment
cooles Lied,positive feedback
Wie süüüß,positive feedback
hahaha :D,not
Du bist so eine unfassbare Künstlerin !,compliment
"Meine größte Inspiration , mein größtes Vorbild !",affection declaration
"Luna , bitte mach immer weiter",encouragement
",",not
deine ausdrucksvideos sind die schönsten,positive feedback
...,not
Danke das es dich gibt ❤,gratitude
Du bist sonst auch eine sehr schöne Frau aber in den Video bist du wunderschön =),compliment
und,not
nedlich mal wieder ein cover das freut mich sehr,positive feedback
als hättest du xD mein video gesehen . Irgendwie hast du hier auch sehr ähnlichkeit zu Selina Gomez xP .,not
Einfach unbeschreiblich schön xP,compliment
Richtig geil !!!!!,positive feedback
ALso ist ganz gut :DD,positive feedback
Ihr seid jetzt nicht die besten sänger aber,not
sonst ist alles gut :DD,positive feedback
Bin süchtig nach f dem lied,positive feedback
Kann diese Parodie sowas von Nachvollziehen :D,not
Geil gemacht Jungs !!!,compliment
einfach sau geil,positive feedback
die lochis sind die geilsten,affection declaration
"Ich liebe diese tiefgründige Art von Videos , die du manchmal drehst",positive feedback
.,not
"Man muss automatisch darüber nachdenken . Ich versinke regelrecht in der Welt , dieser Videos 3",positive feedback
Ich schaue mir gerne deine alten Videos an,positive feedback
.,not
"Danke , Luna ♡",gratitude
woher ist diese coole mütze ? *_*,positive feedback
steht dir super !!,compliment
ich brauche so 30 minuten im bad 😂 😂 😂 ne manchmal 1 stunde 😂,not
❤ ❤,positive feedback
ha,not
ich bin ein großer fan,group membership
Klobuch .... lol .... finde ich super !!!!,positive feedback
Bitte parodiert mal : Apecrime swing dein ding ^^,not
ich liebe euch,affection declaration
ich komme am 2. 1. 15 < 3 ____ <3,positive feedback
Super Jungs ( ( :,positive feedback
Weiter soo 3,encouragement
Das ist so ein schönes Video 😍,positive feedback
Mehr fällt mir dazu nicht ein :D,not
Das ist Lustig und cool,positive feedback
sau coole song Parodie,positive feedback
macht weiter son ❤,encouragement
ihr seid die besten,affection declaration
Parodiert mal bitte Au revoir ;),not
macht weiter so,encouragement
Altah so geil ;),positive feedback
Cooles Video,positive feedback
ihr könnt soooo schön singen 🎶,compliment
Ihr macht echt verrückte Sachen :),compliment
ihr seid korrekt,compliment
",",not
"ihr seid ein Jahr älter als ich , voll krass und so viele Ideen im Kopf , Respekt 👍",compliment
"wöhö , siehst du heute hübsch aus * ---- *",compliment
Wow das ist wirklich ein sehr sehr gelungenes Video !,positive feedback
Gänsehaut pur,positive feedback
Cool :) :D,positive feedback
haha geiler kommentar 😂 😂 😂 😂,positive feedback
ihr schreit am ände voll :(,not
sonnst hammer :))),positive feedback
Wow du hast echt eine wirklich tolle ausstrahlung von der man fast gänsehaut bekommt .. :),compliment
bin übrigens froh das heute ein video gekommen ist macht einen rihtig glücklich,positive feedback
Cool,positive feedback
Der Moment wo du anfängst zu weinen einfach Hammer,positive feedback
richtig gut gelungen 😍 😍 ❤️,positive feedback
Schönes Video 3,positive feedback
"PS : Du hast zwar Recht , dass Liebe irgendwie auch Schwäche bedeutet , aber wird seine Liebe erwidert , entwickelt man eine ganz neue Stärke .",not
geiler Song !!! ;-),positive feedback
Das war besser als das Original :),positive feedback
Mega geil geworden ❤ <b> ~ </b>,positive feedback
Voll geil 👍 ✌,positive feedback
"ich liebe es , wenn du diese lustige stimme einspielst :D",positive feedback
hach deine videos versüßen einem den tag,positive feedback
.,not
man hat immer etwas zu lachen :D,positive feedback
Ich finde deine Videos soooo toll * . *,positive feedback
"Ich verfolge täglich viele Youtuber und ich muss echt sagen ,",not
du bist eine die mit echt Sympathischste ^^,affection declaration
ich habe dich schon meinen Freundinnen vorgeschlagen und die sind auch begeistert von deinen Tipps und Videos,positive feedback
",",not
mach weiter soo -3,encouragement
ich liebe euch,affection declaration
youtube.com / watch ? v = zt IcNuGUtDo bitte votet für mich ...,not
übrigens nettes video :),positive feedback
"Schönes Video , Luna !",positive feedback
Mag die Eindrücke :),positive feedback
Das Lied ist wirklich geil 😍,positive feedback
beste parodie ever !,positive feedback
Ich finde das ist sehr Geil weil am Anfang ist das sehr gut,positive feedback
also macht immer so weiter,encouragement
ich kann jetzt schon das Lied auswendig,positive feedback
op woll das ich grade an gehört habe,not
gehe mal zu Super Talent !,encouragement
xDD,ambiguous
oooooooomg :D :D :D,ambiguous
#SnapchatArmy,not
gutes Video,positive feedback
ihr seid so süsse boys,affection declaration
ihr seid meine boys ! 😍,affection declaration
Boys of my dreams ! ❤ 🙈 😏,affection declaration
am gailsten find ich wie sie am ende des viedeos dann einfach geht wie ein zombie echt gail,positive feedback
.,not
aber armes mädchen schaut echt aus als hätte sie liebeskummer :(,sympathy
Ich finde alles von euch gut,positive feedback
",",not
ich habe noch nie abboniert aber ich habe das erste mal bei euch gemacht,positive feedback
und,not
ihr habt es wircklich drauf,compliment
", man sieht eu echt an das ihr spaß habt",not
macht weiter so,encouragement
.... Tschüß . ... :D,not
😂 😂,ambiguous
Hammer 🙈 🙉 🙊,positive feedback
Cool ;D,positive feedback
ihr seid die besten und so hübsch,affection declaration
ich bin verliebt 😘 😍 😍 😍 😍 😍 bitte schreibt mir zurüc,not
ihr seid die besten und so hübsch,compliment
ich bin verliebt 😘 😍 😍 😍 😍 😍,affection declaration
bitte schreibt mir zurück,not
Sehr schönes und vorallem hilfreiches Video,positive feedback
". Mein Tipp gegen Pickel ist zinksalbe , diese trocknet Pickel gut aus und fördert den heilungsprozess . Liebe Grüße",not
ich liebe dich Heiko,affection declaration
Eure Lieder sind einfach cool,positive feedback
ultra perfekt,positive feedback
geil,positive feedback
du siehst heute sooo schön aus ;),compliment
Die mütze jeansjacke steht dir soo sehr :* *,compliment
Du hast so eine schöne Stimme ! 💗,compliment
gute sache,positive feedback
👍 👍 👍 👍 👍 👍 👍 👍,positive feedback
"Hi , Lochis",not
das Lied ist einfach nur geil,positive feedback
.,not
Gute idee Dangerous zu Parodieren,compliment
. Aber es heißt DER Laptop und nicht DAS .,not
Trozdem Hammer geil,positive feedback
Das ist so cool,positive feedback
besser als das Original Lied,positive feedback
Sehr schönes Video :),positive feedback
Siehst wie immer top aus,compliment
und,not
bist suuper sympathisch ;),affection declaration
ihr seid die besten,affection declaration
KUNST 3,positive feedback
ihr seid korrekt,compliment
Voll süß dein erstes Video :D 3,positive feedback
"Hätte ich dich damals schon gekannt , hätte ich dich da schon lieben gelernt ^_^",affection declaration
Love u ♥,affection declaration
"super lied , , xDD",positive feedback
", , also ich würd gern mit euch mal etwas aufnehmen weil ich mir vorstelln kann ein trio mit euch zu bilden",not
super video !,positive feedback
"ich finde es echt total super von dir , dass du ein community video machst !",positive feedback
"du bist nicht so mainstream wie andere , das liebe ich an dir :-)",affection declaration
"die Art deiner videos gefällt mir sehr , deswegen warte ich immer gespannt bis das nächste video kommt :D",positive feedback
"das thema trifft perfekt zu , und mit deinen tipps konnte ich viele Pickel bekämpfen :-)",positive feedback
MACH WEITER SO !,encouragement
Ich liebe das widio,positive feedback
Tolles video :),positive feedback
ich liebe och,affection declaration
😀,positive feedback
Das Konzert in Kassel War richtig krass,positive feedback
ich War dort wie geht es Jannik und der krew,not
"das sieht voll lustig aus , weil die mütze die gleiche Farbe hat wie der hintergrund :D",not
ansonsten bist du unglaublich schön in diesem video :),compliment
das Video ist so krass schon und regt zum nachdenken an,positive feedback
ich habe die bei fast geweint,positive feedback
wie du das alles darstellst ist einfach krass schon anzusehen 3 3,compliment
super Video :),positive feedback
Ich find die Community-Idee super,positive feedback
", weil man dann von mehreren Leuten Tipps bekommt die man ausprobieren kann um für sich dann das beste Ergebnis zu gewinnen :)",not
bestes lied,positive feedback
Jungs ich ein riesen Fan,group membership
und,not
werde euch immerhin einen Daumen nach oben geben,positive feedback
.,not
ich habe schon so viele Videos von euch geguckt z. B. Dangerous das mit der Kettensäge dan letzter Tag . Astronaut gib es zu und das mit den 10 Fehlern beim ersten Date usw,positive feedback
OMG wenn du nur einen hauch ahnung von engisch hättest wüsstest du das man im englischen nicht alles wörtlich übersetzten kann ... Also,not
ich finde sie haben es eig sehr gut übersetzt ! ;D,compliment
Endlich wieder ein neues videoooooooooo 😂 😊,positive feedback
Roman du bist so süß Heiko aber auch 😘 😘,affection declaration
cool,positive feedback
alles klar,not
die lochis sind cool,affection declaration
und,not
haben einen hit,compliment
und über einen miliooonen kliks,not
In diesem Video siehst du super aus finde ich !,compliment
Ihr seid die besten * - * ♡ ♡,affection declaration
wenn du das liest folgende mir doch bei instagram @lucy . lochmann und Facebook Lu Cy,not
Wow jetzt bin ich baff,positive feedback
ich meine ich hab die kommentare auf Ask gesehn und hab mich gefragt warum und jetzt schau ich mir das video an und,not
mach mjr echt sorgen,sympathy
aber,not
gute interpretation ( ? ) ich bin grad auch fast vorm heulen,positive feedback
aber zu dem song,not
das hast echt du gesunhen wow ❤️,compliment
😢,not
oh mein gott wie krass schöön du in dem video bist !!!! 3 3,compliment
ja hasst recht,agreement
doch heiko finde ich süüsser,not
Ja wau dielochis sind aber keine Jungs also schon aber,not
sie sind irgendwie anders halb besser als alle anderen Jungs auf der ganzen Welt 😍 😍 😍 😍 😍 😍 😘 😘 😻 😻 😻 😻 😻 👍 💜 💜 💜 💜 💖 💖 💖 💖 💖 💓 💓 💗 💗 💕 💞 💙,affection declaration
Und die meisten Jungs rauchen weil sie cool sein wollen und ich finde dielochis brauchen sowas nicht,not
sie sind schon cooler und besser ( und süßer ) als alle anderen Jungs auf der Welt ( nichst gegen den anderen Jungs ),affection declaration
ich möchte Ihnen das ja auch nicht verbieten ! Ich hab ja nur gefragt 😉,not
😘 😍 😍 😍 😍 😍 😍 😘 😘 😘 😘 😘 😘 😘 😻 😻 😸 😻 😻 👍 💜 💜 💜 💙 💚 💖 💖 💖 💕 💗 💕 💞,positive feedback
Die Französin war ja echt schnuckelig :-D,affection declaration
#SnapchatArmy @heikolochmann @leonie_maxime,not
Bestes Video ♥,positive feedback
#LochisAnDieMacht ♥,group membership
Die Idee mit den Videos der Zuschauer finde ich richtig gut . ( :,positive feedback
Dancke für die Parodie !!!!!!!! : D,gratitude
du bist so hübsch ! * - *,compliment
könntest du vllt mal in dein postfach gucken ? : o,not
Das Elefantenshirt ist ja nieeeedlich 3,positive feedback
witziger Einspieler :),positive feedback
Ich trage diese langen Schlafanzughosen von H M ( gibts auch mit witzigen Motiven ) und dazu irgendein Shirt :),not
Ich finde das ist definitiv Kunst,positive feedback
. Und,not
der gesang war auch nicht schlecht,compliment
.,not
Im allgemeinen war das Video aber echt Nice !,positive feedback
aso ya eigene erfahrungen : - mein freund hat gezahlt :D :D - Kein pink oder so x ) ) - Keine Rose . .. ... .... =D - No kaugummi ;) - Wir 2 haben nicht ohne Punkt und komma geredet xD,not
Schönse video,positive feedback
tolle tipps undso Oo :D,positive feedback
Los macht weiter so,encouragement
ich find eure lider ( parodien ) eimfach geil,positive feedback
ich unterstütze euch,positive feedback
nich wunder wegen der rechtschteibung ich bin 11 fiel spaß 😀,not
"Ich fans es echt gut , dass du die video antworten eingebaut hast so konnte man such andere tips sehen :-)",positive feedback
❤ ❤ ❤,positive feedback
Könntest du so ein Video vielleicht auch mal zu Mitessern machen ?,not
Ich finde die Idee mit der Community richtig toll !,positive feedback
Frank Schollmeyer,not
das stimmt,agreement
Ihr seid so süß,affection declaration
"sehr schöne frisur + outfit , kompliment :)",compliment
,not
sehr schöne frisur + outfit,positive feedback
", kompliment :)",not
Singst du das luna ?,not
♥,positive feedback
"tolle video-idee , daaruum :))) !",positive feedback
ich liebe euch,affection declaration
* Geilo * ; DD,positive feedback
danke luna,gratitude
",",not
deine Stimme ist wunderschön,compliment
", ich hatte erstmal garnicht gedacht dass du das singst , außerdem kannte ich das Lied auch noch nicht , aber",not
deine stimmt ist perfekt ! So wie du und deine Videos,affection declaration
,not
deine stimmt ist perfekt ! So wie du und deine Videos,compliment
,not
deine stimmt ist perfekt ! So wie du und deine Videos,positive feedback
",",not
"sie sind besonders , meiner Meinung nach sind manche auch anders und sie unterscheiden sich von anderen",positive feedback
",",not
das macht dich für mich echt perfekt !,affection declaration
Mit den tränen im Video hast du mich sogar zu einpaar gebracht :-),positive feedback
danke 33,gratitude
"lg , elina",not
:-*,positive feedback
Voll schön,positive feedback
<b> -- </b>,not
du bist ein Traum Mein Vorbild !! ♡ ♡ ♡ ☺ 😍 😍 😘 😘 😙 😙 😙 💗 💗 💟 💟 💝 💝 💘 💘 💘 💘 💘 💘 💘 💘 💘 💘 💘,affection declaration
Das Lied ist sehr gut 😎 😎 😎 😎 😎,positive feedback
"jaaa , pjamas kaufen gehn ! bei h m ( : und",not
du hast richtig abgenommen siehst super aus,compliment
. ziel erreicht ? ( :,not
+ Tim Wilde ich feiere dich sowas von,affection declaration
mega geil 😍 👍 🔝,positive feedback
Richtig gut wie ihr das gemacht habt * - *,compliment
Macht weiter soo !!,encouragement
"Ich habe gerade keinen blassen Schimmer was deine Anspielung von Zigeuner bedeuten soll , aber na gut . Und die Frage , welches Geschlecht du vertrittst , ist mir nicht geläufig . Nun zu den Fakten , ich bin KEIN Zigeuner , und wüsste nicht das was damit zutun haben soll . Und zu deiner Beschützungstour , ich bin unparteiisch . Ich habe regelrecht meine Meinung vertreten , dagegen kann man nichts einwenden .",not
Ich habe nur gesagt das ich es Bemerkenswert finde das sie so jung schon soviel machen,compliment
. LG.,not
ich würde die so gern mal treffen,affection declaration
aber ich weiß ganz genau sowas wird nie passieren 😔,not
💓,positive feedback
Supercooles Video,positive feedback
es ist echt hilfreich mal tips von anderen zu bekommen !!!,positive feedback
"Wie schön du bist , OMG 😍 💦",compliment
Boah sahst du mit der Frisur hübsch aus : o,compliment
kannst du BITTE ein Video zu der Frisur machen ? :),not
3,positive feedback
Die frisur schaut von vorne von cool aus,compliment
kannst du mal ein tutorial dazu machen ? ( :,not
das ist Fabian grischkat ??? _,not
😘 😘,positive feedback
Sehr tolles Video,positive feedback
freu mich immer auf deine videos,positive feedback
und ich würde bei der Verlosung sehr gerne Teilnehmen ;),not
❤ ❤ ❤,positive feedback
gutes lied,positive feedback
voll süß =D,positive feedback
super ihr macht neue Videos,positive feedback
jipii,positive feedback
+ DieLochis,not
Endlich mal wieder eine Parodie ♡,positive feedback
Ich Find ihr habt so tolle stimmen,compliment
macht Parodien und nicht challenges 🙈 Als ihr noch 14 Wart 😌 😂,not
Also Macht Parodien !!!!!!!!,encouragement
Duschen ist bei mir einfach gleich sogar das Shampoo und Duschgel xDBei Mädchen xD,not
💕 👍 ❤,positive feedback
Mein lieblingslied :D,positive feedback
Die sind so knuffig ^-^,affection declaration
Ihr seit geil,affection declaration
Ihr seid soooooo cool ❤️ ❤️,affection declaration
Hey daaruum :-),not
Haste richtig cool gemacht die Rewiev !!,compliment
Was meinste wenn die Katzen erger dein Video sieht :-),not
DIE SIND DER HAMER,affection declaration
Ich danke an + Anna Maria Damm,gratitude
. Ich komme selbst aus dem Philippinen und ohne diesen Video wären meine Familie in der Philippinen auf der Straße SALAMAT,not
geil danke,ambiguous
+ Jelena zweisieben,not
ja,agreement
wollen wir whatsapp machen,not
Und ja sie ist so Geil wie jede andere Songparodie,positive feedback
.,not
habt ein Daumen nach oben bekommen ! ^^ ❤ 😉,positive feedback
heiko lochmann du bust voll cool,affection declaration
WARUM BIST DU SOOO HÜBSCH,compliment
<b> - </b> ILY,not
ahahaha .. ich hab so gefeiert ;o),positive feedback
haste echt klasse gemacht * 5 sterne * ;o) ;o),compliment
Ihr macht echt krasse Parodien,compliment
Tolles Video,positive feedback
",",not
als du geweint hast kamen mir ebenfalls die Tränen,positive feedback
", ich glaube das du das gesungen hast oder ?! Naja",not
sehr schönes Lied,positive feedback
und,not
toll gesungen ! 💕,compliment
Supaa ;DD,positive feedback
Roman ♥,affection declaration
Ich liebe euch 😙,affection declaration
Man muss sagen ihr seid eigentlich ganz ok aber,not
eure fans sind eh die geilsten ☺,affection declaration
Das taiel mit Monterrey Nash ist richtig geil,positive feedback
geiles wiedio,positive feedback
Ich brauch 15 Minuten im Bad,not
💕,positive feedback
😏 👅 ❤,positive feedback
Heiko geiler Bauch ❤ 👅 😏,compliment
"Komischer Gesang , aber",not
irgendwie auch süß ^^,positive feedback
also erst mal :,not
ich mag deinen look in diesem video echt gerne ! :),compliment
und,not
die tipps von dir und den andern finde ich auch sehr cool ! :),positive feedback
vorallem die französin war soo süß :D * - *,affection declaration
einfach nur cool,positive feedback
ich liebe eure musik,positive feedback
cooooooooooooooooooooooooooooooooooooooooool,positive feedback
Roman du bist so süß,affection declaration
Ich hab sehr großen Respekt vor allen Menschen die ihre Hilfe anbieten ;-),implicit
ich finde es Super das du dich dafür so sehr einsetzt,compliment
und ich werde spenden ;),not
Einfach mega geil,positive feedback
schaue mir das jetzt schon zum 7 mal an . ;) xD,positive feedback
Ich liebe euch ♡,affection declaration
Du bist so schön,compliment
Du bist so huebsch !!!!!!!!!,compliment
Super Video !,positive feedback
Ich liebe deine stimme die ist so angenehm anzuhören und lasst mich alle meine probleme vergessen ! ♥️,compliment
Ich danke dir dafür ! ♥️,gratitude
Big Love ! 💞,affection declaration
-Yara,not
👐 💞,positive feedback
"Haha , ich lach mich schlapp ,",not
ist das geil,positive feedback
", also",not
besser kann mans nich rüberbringen .,compliment
Ich hab nur noch drauf gewartet dass sie sich mit dem finger irgend nen Lidschatten aufs auge schmiert :D Aber,not
zu süß :-),positive feedback
du bist einfach nur wunderhübsch,compliment
i love you luna,affection declaration
Cool,positive feedback
super frisur !,compliment
und,not
tolle videoidee :),positive feedback
is ja total niedlich :),positive feedback
siehst du heute gut aus : o 3,compliment
Du überrascht mich immer wieder aufs neue sprachlos !,positive feedback
Mach weiter so,encouragement
und,not
deine stimme ist top !,compliment
Geilo,positive feedback
:D,positive feedback
Ich schaue mir deine Videos echt gerne an,positive feedback
",",not
"man merkt immer beim Zuschauen , dass du ein Auge für künstlerische Umsetzung hast",compliment
.,not
Finde ich echt schön,positive feedback
". Wenn ich die Möglichkeiten hätte , würde ich auch gerne sowas gestalten .",not
Du wirkst auf mich echt sympathisch,affection declaration
",",not
danke dass wir an deinem Leben teilhaben dürfen,gratitude
.,not
Die lochis sind die geilsten,affection declaration
Roman ich liebe dich,affection declaration
ich weiblich brauche 15 Minuten,not
❤️,positive feedback
alle eure Lieder mag ich,positive feedback
aber der ist scheißen darum Daumen runter,not
nice,positive feedback
👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍,positive feedback
Schwenze einfach aber,not
geiles lied,positive feedback
ich würde die so gern mal treffen,affection declaration
aber ich weiß ganz genau sowas wird nie passieren,not
Ihr werdet immer bessrr ❤️ ❤️,compliment
"@BossBangerGott ganz ehrlich , dann schau dir das nicht an .",not
Weißt du wieviel arbeit in den Video steckt ?,implicit
..,not
ihr seid einfach geil wisst ihr das eigentlich ? :D ;),compliment
cooles Video,positive feedback
Cooles Video,positive feedback
Das lied ist cool,positive feedback
+ simon,not
nice alter die Parodie ist besser !,positive feedback
ey junge,not
das video ist richtig cool !!!,positive feedback
und,not
die tipps sind hammer cool !!,positive feedback
lgsophia,not
Voll gut <b> - </b> ♡,positive feedback
Du siehst mega hübsch aus in dem Video !,compliment
omg ! Wie nce ist dieses Lied bitte ? ♥ . ♥,positive feedback
Ja sie ist echt hübsch,compliment
und so aber sie ist da sozusagen fast halbnackt und das geht garnicht,not
echt cool loyft,positive feedback
ihr seid so sueess und geil,affection declaration
und,not
koent so gut singen xD ♥,compliment
Ohne Witz eure Videos sind mega geil 3,positive feedback
Macht als nächstes doch wicked wicked wonderland das wäre mega :D,not
"Schön geworden , wie immer .",positive feedback
#Snapchatarmy @heikolochmann @applejuice55,not
ich liebe eure Videos ❤,positive feedback
ihr seid toll ❤,affection declaration
War schon in Kiel beim Konzert 💎 💞,positive feedback
Freue mich schon auf Hamburg 😚,positive feedback
Ihr seid so eine tolle Inspiration ❤️,compliment
Danke für alles 😭,gratitude
haha ich könnt mich über diese quietschige stimme wegschmeißen .. soo geil D,positive feedback
#SnapchatArmy @heikolochmann @melanie01477 ...,not
Tolles Lied 😍,positive feedback
Eine Stunde 😂,not
❤ ❤,positive feedback
Ohrwurm,positive feedback
man muss es anhöhren,positive feedback
ihr gehört einfach zu supertalent,encouragement
voll süß ! ;),positive feedback
Roman du bist cool,affection declaration
Supercooles Video,positive feedback
.,not
Finde ich toll dass die einzelnen kleinen Clips eingebaut sind und ist mal was anderes . Also : like !,positive feedback
Ihr seid so süß und hübsch,affection declaration
meine beste Freundin mag euch auch so Doll ein Ex-Kumpel aus meiner Klasse hat von euch erzählt,not
seit dem gucke ich regelmäßig eure Viedeos 3,positive feedback
beste Parodie,positive feedback
Gute Sache,positive feedback
und,not
viele gute Tipps dabei . :),positive feedback
Du könnt voll gut Singen *_*,compliment
"Wow , ich liebe dieses Lied sosehr und von dir noch mehr ♥ !",positive feedback
